Subject,Age1,AgeGroup,Gender,GrammarProd,VocabProd,Item,Trial1,Trial1_ChosenFoil,Trial2,Trial2_ChosenFoil
5019,53.46666667,2,2,0.63,0.38,pluff,0,known-w-property,0,known-wo-property
5019,53.46666667,2,2,0.63,0.38,taf,0,known-w-property,0,known-w-property
5020,57.76666667,2,1,0.19,0.31,fep,0,known-w-property,0,novel-wo-property
5020,57.76666667,2,1,0.19,0.31,gelp,0,novel-wo-property,0,novel-wo-property
5020,57.76666667,2,1,0.19,0.31,merf,1,target,0,novel-wo-property
5020,57.76666667,2,1,0.19,0.31,pluff,0,known-w-property,0,known-w-property
5020,57.76666667,2,1,0.19,0.31,taf,0,known-w-property,0,novel-wo-property
5021,60.43333333,3,2,0.75,0.63,fep,0,known-w-property,0,known-wo-property
5021,60.43333333,3,2,0.75,0.63,gelp,1,target,1,target
5021,60.43333333,3,2,0.75,0.63,merf,0,known-w-property,0,known-w-property
5021,60.43333333,3,2,0.75,0.63,pluff,1,target,1,target
5021,60.43333333,3,2,0.75,0.63,taf,0,known-w-property,0,known-w-property
5024,53.8,2,2,0.69,0.5,fep,1,target,0,known-wo-property
5024,53.8,2,2,0.69,0.5,gelp,0,known-w-property,0,known-w-property
5024,53.8,2,2,0.69,0.5,merf,0,known-w-property,0,known-w-property
5024,53.8,2,2,0.69,0.5,pluff,0,known-w-property,1,target
5024,53.8,2,2,0.69,0.5,taf,0,known-w-property,0,known-w-property
5025,52.2,2,2,0.5,0.44,fep,1,target,1,target
5025,52.2,2,2,0.5,0.44,gelp,1,target,1,target
5025,52.2,2,2,0.5,0.44,merf,1,target,1,target
5025,52.2,2,2,0.5,0.44,pluff,0,known-w-property,0,novel-wo-property
5025,52.2,2,2,0.5,0.44,taf,1,target,1,target
5027,57.03333333,2,2,1,0.75,fep,0,known-w-property,0,known-wo-property
5027,57.03333333,2,2,1,0.75,gelp,0,known-w-property,0,known-wo-property
5027,57.03333333,2,2,1,0.75,merf,1,target,1,target
5027,57.03333333,2,2,1,0.75,pluff,0,NA,0,known-wo-property
5027,57.03333333,2,2,1,0.75,taf,1,target,1,target
5028,53.83333333,2,2,0.44,0.44,fep,0,known-w-property,0,known-wo-property
5028,53.83333333,2,2,0.44,0.44,gelp,0,known-w-property,0,known-w-property
5028,53.83333333,2,2,0.44,0.44,merf,0,known-w-property,0,known-w-property
5028,53.83333333,2,2,0.44,0.44,pluff,1,target,0,known-wo-property
5028,53.83333333,2,2,0.44,0.44,taf,0,known-w-property,0,known-wo-property
5029,61.4,3,1,0.81,0.5,fep,1,target,1,target
5029,61.4,3,1,0.81,0.5,gelp,1,target,1,target
5029,61.4,3,1,0.81,0.5,merf,1,target,1,target
5029,61.4,3,1,0.81,0.5,pluff,1,target,1,target
5029,61.4,3,1,0.81,0.5,taf,1,target,1,target
5031,51.56666667,2,1,0.56,0.44,fep,1,target,1,target
5031,51.56666667,2,1,0.56,0.44,gelp,0,known-w-property,1,target
5031,51.56666667,2,1,0.56,0.44,merf,1,target,0,known-wo-property
5031,51.56666667,2,1,0.56,0.44,pluff,0,known-w-property,1,target
5031,51.56666667,2,1,0.56,0.44,taf,0,known-w-property,0,known-w-property
5035,51.46666667,2,1,0.31,0.38,fep,0,known-w-property,0,novel-wo-property
5035,51.46666667,2,1,0.31,0.38,gelp,1,target,1,target
5035,51.46666667,2,1,0.31,0.38,merf,1,target,0,known-w-property
5035,51.46666667,2,1,0.31,0.38,pluff,0,known-w-property,0,known-wo-property
5035,51.46666667,2,1,0.31,0.38,taf,0,novel-wo-property,0,novel-wo-property
5036,50.46666667,2,2,0.25,0.31,fep,0,known-w-property,0,novel-wo-property
5036,50.46666667,2,2,0.25,0.31,gelp,0,known-w-property,1,target
5036,50.46666667,2,2,0.25,0.31,merf,0,known-w-property,1,target
5036,50.46666667,2,2,0.25,0.31,pluff,0,known-w-property,0,known-wo-property
5036,50.46666667,2,2,0.25,0.31,taf,0,known-w-property,0,novel-wo-property
5037,55.5,2,2,0.5,0.56,fep,1,target,1,target
5037,55.5,2,2,0.5,0.56,gelp,0,known-w-property,0,known-wo-property
5037,55.5,2,2,0.5,0.56,merf,1,target,1,target
5037,55.5,2,2,0.5,0.56,pluff,0,known-w-property,0,novel-wo-property
5037,55.5,2,2,0.5,0.56,taf,1,target,1,target
5038,60.16666667,3,2,0.81,0.63,fep,1,target,1,target
5038,60.16666667,3,2,0.81,0.63,gelp,1,target,1,target
5038,60.16666667,3,2,0.81,0.63,merf,1,target,0,known-wo-property
5038,60.16666667,3,2,0.81,0.63,pluff,1,target,0,novel-wo-property
5038,60.16666667,3,2,0.81,0.63,taf,1,target,0,known-wo-property
5039,50.63333333,2,2,0.56,0.56,fep,0,known-w-property,1,target
5039,50.63333333,2,2,0.56,0.56,gelp,1,target,1,target
5039,50.63333333,2,2,0.56,0.56,merf,0,known-w-property,0,known-w-property
5039,50.63333333,2,2,0.56,0.56,pluff,0,known-w-property,1,target
5039,50.63333333,2,2,0.56,0.56,taf,0,known-w-property,0,known-w-property
5040,52.76666667,2,2,0.44,0.13,fep,0,known-w-property,0,known-wo-property
5040,52.76666667,2,2,0.44,0.13,gelp,0,known-w-property,0,known-wo-property
5040,52.76666667,2,2,0.44,0.13,merf,0,known-w-property,0,known-w-property
5040,52.76666667,2,2,0.44,0.13,pluff,0,known-w-property,0,known-wo-property
5040,52.76666667,2,2,0.44,0.13,taf,0,known-w-property,0,known-w-property
5041,56.1,2,1,0.31,0.5,fep,1,target,0,known-wo-property
5041,56.1,2,1,0.31,0.5,gelp,0,known-w-property,0,known-wo-property
5041,56.1,2,1,0.31,0.5,merf,1,target,0,known-w-property
5041,56.1,2,1,0.31,0.5,pluff,1,target,0,known-w-property
5041,56.1,2,1,0.31,0.5,taf,1,target,0,known-w-property
5042,55.7,2,2,0.56,0.56,fep,1,target,1,target
5042,55.7,2,2,0.56,0.56,gelp,1,target,1,target
5042,55.7,2,2,0.56,0.56,merf,0,known-w-property,0,known-w-property
5042,55.7,2,2,0.56,0.56,pluff,1,target,1,target
5042,55.7,2,2,0.56,0.56,taf,1,target,1,target
5044,55.46666667,2,2,0.25,0.44,fep,1,target,0,known-w-property
5044,55.46666667,2,2,0.25,0.44,gelp,1,target,0,novel-wo-property
5044,55.46666667,2,2,0.25,0.44,merf,0,novel-wo-property,0,novel-wo-property
5044,55.46666667,2,2,0.25,0.44,pluff,0,novel-wo-property,0,known-w-property
5044,55.46666667,2,2,0.25,0.44,taf,0,known-w-property,1,target
5045,51.46666667,2,1,0.56,0.38,fep,1,target,1,target
5045,51.46666667,2,1,0.56,0.38,gelp,0,known-w-property,0,known-wo-property
5045,51.46666667,2,1,0.56,0.38,merf,1,target,1,target
5045,51.46666667,2,1,0.56,0.38,pluff,1,target,0,novel-wo-property
5045,51.46666667,2,1,0.56,0.38,taf,1,target,0,known-w-property
5047,51.16666667,2,2,0.38,0.38,fep,0,known-w-property,0,known-wo-property
5047,51.16666667,2,2,0.38,0.38,gelp,0,known-w-property,0,novel-wo-property
5047,51.16666667,2,2,0.38,0.38,merf,0,known-w-property,1,target
5047,51.16666667,2,2,0.38,0.38,pluff,0,known-w-property,0,known-wo-property
5047,51.16666667,2,2,0.38,0.38,taf,1,target,1,target
5049,59.53333333,2,2,0.5,0.31,fep,1,target,0,known-wo-property
5049,59.53333333,2,2,0.5,0.31,gelp,1,target,1,target
5049,59.53333333,2,2,0.5,0.31,merf,1,target,1,target
5049,59.53333333,2,2,0.5,0.31,pluff,0,known-w-property,0,known-wo-property
5049,59.53333333,2,2,0.5,0.31,taf,1,target,0,known-wo-property
5050,50.96666667,2,2,0,0.25,fep,0,known-w-property,0,known-wo-property
5050,50.96666667,2,2,0,0.25,gelp,0,known-w-property,0,known-w-property
5050,50.96666667,2,2,0,0.25,merf,1,target,0,known-wo-property
5050,50.96666667,2,2,0,0.25,pluff,1,target,0,known-wo-property
5050,50.96666667,2,2,0,0.25,taf,0,known-w-property,0,known-w-property
5051,50.16666667,2,1,0.5,0.19,fep,0,known-w-property,0,novel-wo-property
5051,50.16666667,2,1,0.5,0.19,gelp,1,target,1,target
5051,50.16666667,2,1,0.5,0.19,merf,0,known-w-property,1,target
5051,50.16666667,2,1,0.5,0.19,pluff,0,known-w-property,0,known-w-property
5051,50.16666667,2,1,0.5,0.19,taf,0,known-w-property,0,known-w-property
5053,57.73333333,2,1,0.44,0.25,fep,0,known-w-property,0,known-wo-property
5053,57.73333333,2,1,0.44,0.25,gelp,1,target,0,known-wo-property
5053,57.73333333,2,1,0.44,0.25,merf,1,target,1,target
5053,57.73333333,2,1,0.44,0.25,pluff,0,known-w-property,0,known-w-property
5053,57.73333333,2,1,0.44,0.25,taf,0,known-w-property,1,target
5054,59.06666667,2,2,0.19,0.38,fep,0,known-w-property,0,novel-wo-property
5054,59.06666667,2,2,0.19,0.38,gelp,1,target,0,known-wo-property
5054,59.06666667,2,2,0.19,0.38,merf,0,NA,0,novel-wo-property
5054,59.06666667,2,2,0.19,0.38,pluff,0,known-w-property,0,known-wo-property
5054,59.06666667,2,2,0.19,0.38,taf,0,novel-wo-property,0,known-wo-property
5055,55.5,2,2,0.38,0.38,fep,1,target,1,target
5055,55.5,2,2,0.38,0.38,gelp,0,known-w-property,0,known-wo-property
5055,55.5,2,2,0.38,0.38,merf,0,known-w-property,0,known-w-property
5055,55.5,2,2,0.38,0.38,pluff,1,target,0,known-wo-property
5055,55.5,2,2,0.38,0.38,taf,0,known-w-property,0,known-w-property
5056,60.96666667,3,2,0.38,0.38,fep,0,known-w-property,0,known-wo-property
5056,60.96666667,3,2,0.38,0.38,gelp,0,known-w-property,0,known-wo-property
5056,60.96666667,3,2,0.38,0.38,merf,0,known-w-property,1,target
5056,60.96666667,3,2,0.38,0.38,pluff,0,known-w-property,0,known-wo-property
5056,60.96666667,3,2,0.38,0.38,taf,0,known-w-property,0,novel-wo-property
5057,59.56666667,2,1,0.38,0.31,fep,1,target,0,novel-wo-property
5057,59.56666667,2,1,0.38,0.31,gelp,0,novel-wo-property,0,novel-wo-property
5057,59.56666667,2,1,0.38,0.31,merf,1,target,1,target
5057,59.56666667,2,1,0.38,0.31,pluff,0,known-w-property,0,known-w-property
5057,59.56666667,2,1,0.38,0.31,taf,0,known-w-property,0,known-wo-property
5058,54.03333333,2,1,0.31,0.25,fep,0,known-w-property,0,known-wo-property
5058,54.03333333,2,1,0.31,0.25,gelp,1,target,0,novel-wo-property
5058,54.03333333,2,1,0.31,0.25,merf,0,known-w-property,0,novel-wo-property
5058,54.03333333,2,1,0.31,0.25,pluff,0,known-w-property,0,novel-wo-property
5058,54.03333333,2,1,0.31,0.25,taf,0,known-w-property,1,target
5060,58.36666667,2,2,0.13,0.38,fep,0,known-w-property,1,target
5060,58.36666667,2,2,0.13,0.38,gelp,0,known-w-property,1,target
5060,58.36666667,2,2,0.13,0.38,merf,1,target,0,known-wo-property
5060,58.36666667,2,2,0.13,0.38,pluff,0,known-w-property,0,known-w-property
5060,58.36666667,2,2,0.13,0.38,taf,0,known-w-property,1,target
5061,54.03333333,2,1,0.31,0.19,fep,0,known-w-property,0,novel-wo-property
5061,54.03333333,2,1,0.31,0.19,gelp,0,known-w-property,0,novel-wo-property
5061,54.03333333,2,1,0.31,0.19,merf,1,target,1,target
5061,54.03333333,2,1,0.31,0.19,pluff,1,target,0,novel-wo-property
5061,54.03333333,2,1,0.31,0.19,taf,0,known-w-property,0,novel-wo-property
5066,46.6,1,2,0.31,0.44,fep,0,known-w-property,0,known-w-property
5066,46.6,1,2,0.31,0.44,gelp,1,target,0,NA
5066,46.6,1,2,0.31,0.44,merf,1,target,1,target
5066,46.6,1,2,0.31,0.44,pluff,1,target,0,known-wo-property
5066,46.6,1,2,0.31,0.44,taf,1,target,0,known-wo-property
5070,48.83333333,2,1,0.38,0.31,fep,0,known-w-property,1,target
5070,48.83333333,2,1,0.38,0.31,gelp,0,known-w-property,0,known-w-property
5070,48.83333333,2,1,0.38,0.31,merf,1,target,1,target
5070,48.83333333,2,1,0.38,0.31,pluff,0,known-w-property,1,target
5070,48.83333333,2,1,0.38,0.31,taf,1,target,1,target
5072,56.03333333,2,2,0.31,0.38,fep,0,known-w-property,0,known-wo-property
5072,56.03333333,2,2,0.31,0.38,gelp,0,known-w-property,0,novel-wo-property
5072,56.03333333,2,2,0.31,0.38,merf,0,known-w-property,1,target
5072,56.03333333,2,2,0.31,0.38,pluff,0,known-w-property,0,known-wo-property
5072,56.03333333,2,2,0.31,0.38,taf,0,novel-wo-property,1,target
5074,41.56666667,1,1,0.13,0.38,fep,0,known-w-property,0,novel-wo-property
5074,41.56666667,1,1,0.13,0.38,gelp,0,novel-wo-property,1,target
5074,41.56666667,1,1,0.13,0.38,merf,0,known-w-property,1,target
5074,41.56666667,1,1,0.13,0.38,pluff,0,known-w-property,0,known-wo-property
5074,41.56666667,1,1,0.13,0.38,taf,1,target,0,known-wo-property
5080,60,3,2,0.25,0.44,fep,1,target,1,target
5080,60,3,2,0.25,0.44,gelp,0,known-w-property,0,known-w-property
5080,60,3,2,0.25,0.44,merf,0,known-w-property,0,known-w-property
5080,60,3,2,0.25,0.44,pluff,0,known-w-property,0,known-wo-property
5080,60,3,2,0.25,0.44,taf,1,target,1,target
5082,59.26666667,2,1,0.5,0.44,fep,1,target,1,target
5082,59.26666667,2,1,0.5,0.44,gelp,1,target,1,target
5082,59.26666667,2,1,0.5,0.44,merf,0,known-w-property,1,target
5082,59.26666667,2,1,0.5,0.44,pluff,0,known-w-property,0,known-wo-property
5082,59.26666667,2,1,0.5,0.44,taf,1,target,1,target
5094,50.93333333,2,2,0.44,0.69,fep,1,target,1,target
5094,50.93333333,2,2,0.44,0.69,gelp,1,target,1,target
5094,50.93333333,2,2,0.44,0.69,merf,0,novel-wo-property,0,known-wo-property
5094,50.93333333,2,2,0.44,0.69,pluff,1,target,1,target
5094,50.93333333,2,2,0.44,0.69,taf,1,target,1,target
5096,54.16666667,2,1,0.56,0.31,fep,0,known-w-property,0,known-wo-property
5096,54.16666667,2,1,0.56,0.31,gelp,0,known-w-property,0,known-wo-property
5096,54.16666667,2,1,0.56,0.31,merf,1,target,1,target
5096,54.16666667,2,1,0.56,0.31,pluff,1,target,0,novel-wo-property
5096,54.16666667,2,1,0.56,0.31,taf,0,novel-wo-property,0,novel-wo-property
5099,47.96666667,1,1,0.25,0.06,fep,0,known-w-property,0,novel-wo-property
5099,47.96666667,1,1,0.25,0.06,gelp,0,known-w-property,0,known-w-property
5099,47.96666667,1,1,0.25,0.06,merf,0,known-w-property,0,known-w-property
5099,47.96666667,1,1,0.25,0.06,pluff,1,target,0,known-wo-property
5099,47.96666667,1,1,0.25,0.06,taf,0,known-w-property,0,known-w-property
5100,56.63333333,2,2,0.19,0.38,fep,0,known-w-property,0,novel-wo-property
5100,56.63333333,2,2,0.19,0.38,gelp,0,known-w-property,0,known-w-property
5100,56.63333333,2,2,0.19,0.38,merf,1,target,1,target
5100,56.63333333,2,2,0.19,0.38,pluff,0,known-w-property,0,known-wo-property
5100,56.63333333,2,2,0.19,0.38,taf,0,known-w-property,1,target
5101,60.9,3,1,0.56,0.44,fep,1,target,1,target
5101,60.9,3,1,0.56,0.44,gelp,1,target,1,target
5101,60.9,3,1,0.56,0.44,merf,1,target,1,target
5101,60.9,3,1,0.56,0.44,pluff,1,target,1,target
5101,60.9,3,1,0.56,0.44,taf,0,novel-wo-property,0,known-wo-property
5102,45.53333333,1,2,0.31,0.25,fep,0,known-w-property,0,known-wo-property
5102,45.53333333,1,2,0.31,0.25,gelp,0,known-w-property,1,target
5102,45.53333333,1,2,0.31,0.25,merf,0,known-w-property,0,known-w-property
5102,45.53333333,1,2,0.31,0.25,pluff,0,known-w-property,0,known-wo-property
5102,45.53333333,1,2,0.31,0.25,taf,0,known-w-property,0,known-w-property
5103,46.16666667,1,2,0.25,0.38,fep,0,known-w-property,0,known-w-property
5103,46.16666667,1,2,0.25,0.38,gelp,0,known-w-property,1,target
5103,46.16666667,1,2,0.25,0.38,merf,0,known-w-property,0,known-w-property
5103,46.16666667,1,2,0.25,0.38,pluff,0,known-w-property,0,known-wo-property
5103,46.16666667,1,2,0.25,0.38,taf,0,known-w-property,1,target
5104,45.8,1,2,0.13,0.31,fep,0,known-w-property,0,known-wo-property
5104,45.8,1,2,0.13,0.31,gelp,0,known-w-property,0,known-wo-property
5104,45.8,1,2,0.13,0.31,merf,0,known-w-property,1,target
5104,45.8,1,2,0.13,0.31,pluff,0,known-w-property,1,target
5104,45.8,1,2,0.13,0.31,taf,0,novel-wo-property,0,novel-wo-property
5105,40.96666667,1,1,0.25,0.31,fep,0,novel-wo-property,0,novel-wo-property
5105,40.96666667,1,1,0.25,0.31,gelp,1,target,1,target
5105,40.96666667,1,1,0.25,0.31,merf,1,target,1,target
5105,40.96666667,1,1,0.25,0.31,pluff,0,known-w-property,0,novel-wo-property
5105,40.96666667,1,1,0.25,0.31,taf,0,novel-wo-property,1,target
5106,43.96666667,1,1,0.38,0.44,fep,0,known-w-property,0,novel-wo-property
5106,43.96666667,1,1,0.38,0.44,gelp,0,known-w-property,0,known-wo-property
5106,43.96666667,1,1,0.38,0.44,merf,1,target,0,known-w-property
5106,43.96666667,1,1,0.38,0.44,pluff,0,novel-wo-property,0,known-wo-property
5106,43.96666667,1,1,0.38,0.44,taf,1,target,0,known-w-property
5107,47.56666667,1,2,0.25,0.44,fep,0,known-w-property,0,known-wo-property
5107,47.56666667,1,2,0.25,0.44,gelp,1,target,0,known-w-property
5107,47.56666667,1,2,0.25,0.44,merf,0,novel-wo-property,0,novel-wo-property
5107,47.56666667,1,2,0.25,0.44,pluff,0,known-w-property,0,known-w-property
5107,47.56666667,1,2,0.25,0.44,taf,0,known-w-property,0,known-wo-property
5108,48.7,2,2,0.06,0.31,fep,0,known-w-property,0,known-wo-property
5108,48.7,2,2,0.06,0.31,gelp,0,known-w-property,0,known-w-property
5108,48.7,2,2,0.06,0.31,merf,1,target,0,known-wo-property
5108,48.7,2,2,0.06,0.31,pluff,0,known-w-property,0,known-wo-property
5108,48.7,2,2,0.06,0.31,taf,0,known-w-property,0,known-w-property
5109,46.36666667,1,1,0.19,0.5,fep,0,known-w-property,0,novel-wo-property
5109,46.36666667,1,1,0.19,0.5,gelp,1,target,0,known-wo-property
5109,46.36666667,1,1,0.19,0.5,merf,1,target,0,known-w-property
5109,46.36666667,1,1,0.19,0.5,pluff,0,known-w-property,0,known-wo-property
5109,46.36666667,1,1,0.19,0.5,taf,0,known-w-property,0,known-wo-property
5114,47.9,1,2,0.25,0.38,fep,0,known-w-property,0,known-wo-property
5114,47.9,1,2,0.25,0.38,gelp,0,known-w-property,0,known-wo-property
5114,47.9,1,2,0.25,0.38,merf,0,known-w-property,1,target
5114,47.9,1,2,0.25,0.38,pluff,1,target,0,known-wo-property
5114,47.9,1,2,0.25,0.38,taf,0,known-w-property,0,known-wo-property
5116,42.8,1,1,0.44,0.31,fep,0,known-w-property,1,target
5116,42.8,1,1,0.44,0.31,gelp,1,target,0,novel-wo-property
5116,42.8,1,1,0.44,0.31,merf,1,target,0,novel-wo-property
5116,42.8,1,1,0.44,0.31,pluff,0,known-w-property,0,known-w-property
5116,42.8,1,1,0.44,0.31,taf,0,known-w-property,0,novel-wo-property
5117,45.66666667,1,2,0.19,0.38,fep,1,target,1,target
5117,45.66666667,1,2,0.19,0.38,gelp,0,novel-wo-property,0,known-wo-property
5117,45.66666667,1,2,0.19,0.38,merf,1,target,0,known-w-property
5117,45.66666667,1,2,0.19,0.38,pluff,0,known-w-property,0,novel-wo-property
5117,45.66666667,1,2,0.19,0.38,taf,1,target,0,novel-wo-property
5118,44.73333333,1,2,0.19,0.31,fep,1,target,0,novel-wo-property
5118,44.73333333,1,2,0.19,0.31,gelp,1,target,0,novel-wo-property
5118,44.73333333,1,2,0.19,0.31,merf,0,novel-wo-property,0,known-wo-property
5118,44.73333333,1,2,0.19,0.31,pluff,0,novel-wo-property,0,known-w-property
5118,44.73333333,1,2,0.19,0.31,taf,1,target,1,target
5119,41.1,1,1,0.31,0.13,fep,0,known-w-property,0,novel-wo-property
5119,41.1,1,1,0.31,0.13,gelp,0,known-w-property,0,known-wo-property
5119,41.1,1,1,0.31,0.13,merf,0,known-w-property,1,target
5119,41.1,1,1,0.31,0.13,pluff,0,known-w-property,0,novel-wo-property
5119,41.1,1,1,0.31,0.13,taf,0,known-w-property,1,target
5120,44.1,1,1,0.31,0.31,fep,0,known-w-property,1,target
5120,44.1,1,1,0.31,0.31,gelp,0,known-w-property,1,target
5120,44.1,1,1,0.31,0.31,merf,0,novel-wo-property,0,known-wo-property
5120,44.1,1,1,0.31,0.31,pluff,0,novel-wo-property,1,target
5120,44.1,1,1,0.31,0.31,taf,0,novel-wo-property,0,novel-wo-property
5121,46.16666667,1,2,0.38,0.44,fep,1,target,0,known-w-property
5121,46.16666667,1,2,0.38,0.44,gelp,0,known-w-property,0,known-w-property
5121,46.16666667,1,2,0.38,0.44,merf,1,target,1,target
5121,46.16666667,1,2,0.38,0.44,pluff,0,known-w-property,0,known-w-property
5121,46.16666667,1,2,0.38,0.44,taf,1,target,0,known-w-property
5124,45.9,1,2,0.31,0.44,fep,0,known-w-property,1,target
5124,45.9,1,2,0.31,0.44,gelp,0,known-w-property,0,known-w-property
5124,45.9,1,2,0.31,0.44,merf,0,known-w-property,0,known-w-property
5124,45.9,1,2,0.31,0.44,pluff,0,known-w-property,1,target
5124,45.9,1,2,0.31,0.44,taf,0,known-w-property,1,target
5126,61.46666667,3,1,0.63,0.63,fep,0,known-w-property,0,novel-wo-property
5126,61.46666667,3,1,0.63,0.63,gelp,1,target,1,target
5126,61.46666667,3,1,0.63,0.63,merf,0,known-w-property,1,target
5126,61.46666667,3,1,0.63,0.63,pluff,0,known-w-property,0,known-wo-property
5126,61.46666667,3,1,0.63,0.63,taf,1,target,1,target
5129,53.7,2,2,0.13,0.25,fep,0,known-w-property,0,known-wo-property
5129,53.7,2,2,0.13,0.25,gelp,0,novel-wo-property,0,novel-wo-property
5129,53.7,2,2,0.13,0.25,merf,1,target,1,target
5129,53.7,2,2,0.13,0.25,pluff,0,known-w-property,0,known-w-property
5129,53.7,2,2,0.13,0.25,taf,1,target,0,known-w-property
5132,42.73333333,1,2,0.44,0.31,fep,0,known-w-property,0,known-wo-property
5132,42.73333333,1,2,0.44,0.31,gelp,1,target,1,target
5132,42.73333333,1,2,0.44,0.31,merf,1,target,0,novel-wo-property
5132,42.73333333,1,2,0.44,0.31,pluff,0,known-w-property,0,known-w-property
5132,42.73333333,1,2,0.44,0.31,taf,0,known-w-property,1,target
5136,48,2,2,0.38,0.19,fep,0,known-w-property,0,known-w-property
5136,48,2,2,0.38,0.19,gelp,1,target,0,novel-wo-property
5136,48,2,2,0.38,0.19,merf,0,novel-wo-property,0,novel-wo-property
5136,48,2,2,0.38,0.19,pluff,1,target,0,known-w-property
5136,48,2,2,0.38,0.19,taf,0,novel-wo-property,1,target
5137,38.86666667,1,1,0.25,0.44,fep,0,known-w-property,0,novel-wo-property
5137,38.86666667,1,1,0.25,0.44,gelp,0,known-w-property,0,known-w-property
5137,38.86666667,1,1,0.25,0.44,merf,1,target,0,known-w-property
5137,38.86666667,1,1,0.25,0.44,pluff,0,known-w-property,0,known-w-property
5137,38.86666667,1,1,0.25,0.44,taf,0,known-w-property,0,known-wo-property
5139,54.8,2,1,0.69,0.5,fep,1,target,0,known-wo-property
5139,54.8,2,1,0.69,0.5,gelp,1,target,0,known-wo-property
5139,54.8,2,1,0.69,0.5,merf,1,target,1,target
5139,54.8,2,1,0.69,0.5,pluff,0,known-w-property,0,novel-wo-property
5139,54.8,2,1,0.69,0.5,taf,1,target,1,target
5140,52.8,2,1,0.44,0.44,fep,0,known-w-property,0,known-wo-property
5140,52.8,2,1,0.44,0.44,gelp,0,known-w-property,0,known-wo-property
5140,52.8,2,1,0.44,0.44,merf,1,target,1,target
5140,52.8,2,1,0.44,0.44,pluff,0,known-w-property,1,target
5140,52.8,2,1,0.44,0.44,taf,0,known-w-property,1,target
5141,42.76666667,1,1,0.31,0.19,fep,0,known-w-property,0,novel-wo-property
5141,42.76666667,1,1,0.31,0.19,gelp,0,known-w-property,0,novel-wo-property
5141,42.76666667,1,1,0.31,0.19,merf,0,known-w-property,1,target
5141,42.76666667,1,1,0.31,0.19,pluff,0,known-w-property,0,novel-wo-property
5141,42.76666667,1,1,0.31,0.19,taf,0,known-w-property,1,target
5143,47.8,1,2,0.31,0.31,fep,0,known-w-property,0,known-wo-property
5143,47.8,1,2,0.31,0.31,gelp,0,known-w-property,0,known-wo-property
5143,47.8,1,2,0.31,0.31,merf,1,target,1,target
5143,47.8,1,2,0.31,0.31,pluff,0,known-w-property,0,known-wo-property
5143,47.8,1,2,0.31,0.31,taf,0,known-w-property,0,novel-wo-property
5144,58.2,2,2,0.25,0.63,fep,0,known-w-property,0,known-wo-property
5144,58.2,2,2,0.25,0.63,gelp,1,target,0,known-wo-property
5144,58.2,2,2,0.25,0.63,merf,0,known-w-property,0,novel-wo-property
5144,58.2,2,2,0.25,0.63,pluff,1,target,0,known-wo-property
5144,58.2,2,2,0.25,0.63,taf,1,target,1,target
5145,43.46666667,1,1,0.19,0.31,fep,0,known-w-property,0,novel-wo-property
5145,43.46666667,1,1,0.19,0.31,gelp,0,known-w-property,1,target
5145,43.46666667,1,1,0.19,0.31,merf,0,known-w-property,1,target
5145,43.46666667,1,1,0.19,0.31,pluff,0,known-w-property,0,novel-wo-property
5145,43.46666667,1,1,0.19,0.31,taf,0,known-w-property,0,known-w-property
5147,56.7,2,2,0.25,0.38,fep,1,target,1,target
5147,56.7,2,2,0.25,0.38,gelp,0,known-w-property,0,known-wo-property
5147,56.7,2,2,0.25,0.38,merf,1,target,1,target
5147,56.7,2,2,0.25,0.38,pluff,0,known-w-property,0,known-wo-property
5147,56.7,2,2,0.25,0.38,taf,1,target,1,target
5148,61.4,3,1,0.25,0.63,fep,0,novel-wo-property,0,novel-wo-property
5148,61.4,3,1,0.25,0.63,gelp,0,known-w-property,0,known-w-property
5148,61.4,3,1,0.25,0.63,merf,0,known-w-property,1,target
5148,61.4,3,1,0.25,0.63,pluff,0,known-w-property,0,novel-wo-property
5148,61.4,3,1,0.25,0.63,taf,0,known-w-property,1,target
5150,49.33333333,2,2,0.31,0.56,fep,0,known-w-property,0,known-wo-property
5150,49.33333333,2,2,0.31,0.56,gelp,0,known-w-property,1,target
5150,49.33333333,2,2,0.31,0.56,merf,0,known-w-property,0,known-w-property
5150,49.33333333,2,2,0.31,0.56,pluff,0,known-w-property,0,known-wo-property
5150,49.33333333,2,2,0.31,0.56,taf,0,known-w-property,0,known-w-property
5151,52.86666667,2,2,0.19,0.44,fep,0,known-w-property,1,target
5151,52.86666667,2,2,0.19,0.44,gelp,0,known-w-property,0,known-wo-property
5151,52.86666667,2,2,0.19,0.44,merf,0,known-w-property,1,target
5151,52.86666667,2,2,0.19,0.44,pluff,0,novel-wo-property,1,target
5151,52.86666667,2,2,0.19,0.44,taf,1,target,0,known-w-property
5152,58.33333333,2,1,0.31,0.25,fep,0,known-w-property,0,novel-wo-property
5152,58.33333333,2,1,0.31,0.25,gelp,1,target,1,target
5152,58.33333333,2,1,0.31,0.25,merf,1,target,0,known-wo-property
5152,58.33333333,2,1,0.31,0.25,pluff,0,novel-wo-property,0,known-wo-property
5152,58.33333333,2,1,0.31,0.25,taf,0,known-w-property,1,target
5153,42.66666667,1,1,0.13,0.38,fep,0,known-w-property,1,target
5153,42.66666667,1,1,0.13,0.38,gelp,0,known-w-property,0,known-w-property
5153,42.66666667,1,1,0.13,0.38,merf,1,target,0,novel-wo-property
